chr,pos,strand,type,start,end,gene,transcript,group
chr19,47274884,+,promoter,47272884,47276884,INAFM1,ENST00000552360.4,3 <= TPM < 5
chr19,48619505,+,promoter,48617505,48621505,SPHK2,ENST00000245222.9,3 <= TPM < 5
chr19,51630401,-,promoter,51628401,51632401,SIGLEC5,ENST00000683636.1,3 <= TPM < 5
chr19,53538144,+,promoter,53536144,53540144,ZNF331,ENST00000449416.6,3 <= TPM < 5
chr19,54159721,-,promoter,54157721,54161721,LENG1,ENST00000222224.4,3 <= TPM < 5
chr19,57633167,+,promoter,57631167,57635167,ZNF211,ENST00000240731.5,3 <= TPM < 5
chr19,58228913,+,promoter,58226913,58230913,ZNF544,ENST00000687789.1,3 <= TPM < 5
chr2,264032,-,promoter,262032,266032,SH3YL1,ENST00000356150.10,3 <= TPM < 5
chr2,11746631,+,promoter,11744631,11748631,LPIN1,ENST00000674199.1,3 <= TPM < 5
chr2,24123468,+,promoter,24121468,24125468,FAM228B,ENST00000615575.5,3 <= TPM < 5
chr2,28894666,+,promoter,28892666,28896666,WDR43,ENST00000407426.8,3 <= TPM < 5
chr2,29115414,+,promoter,29113414,29117414,CLIP4,ENST00000320081.10,3 <= TPM < 5
chr2,33599299,-,promoter,33597299,33601299,FAM98A,ENST00000238823.13,3 <= TPM < 5
chr2,45611267,-,promoter,45609267,45613267,SRBD1,ENST00000263736.5,3 <= TPM < 5
chr2,47783144,+,promoter,47781144,47785144,MSH6,ENST00000234420.11,3 <= TPM < 5
chr2,55419856,-,promoter,55417856,55421856,CCDC88A,ENST00000436346.7,3 <= TPM < 5
chr2,55519717,+,promoter,55517717,55521717,CFAP36,ENST00000349456.9,3 <= TPM < 5
chr2,71130633,+,promoter,71128633,71132633,MPHOSPH10,ENST00000244230.7,3 <= TPM < 5
chr2,73214244,+,promoter,73212244,73216244,SMYD5,ENST00000389501.9,3 <= TPM < 5
chr2,73233239,-,promoter,73231239,73235239,PRADC1,ENST00000258083.3,3 <= TPM < 5
chr2,75646782,+,promoter,75644782,75648782,MRPL19,ENST00000393909.7,3 <= TPM < 5
chr2,86623865,-,promoter,86621865,86625865,RNF103,ENST00000237455.5,3 <= TPM < 5
chr2,88627464,-,promoter,88625464,88629464,EIF2AK3,ENST00000303236.9,3 <= TPM < 5
chr2,96816267,+,promoter,96814267,96818267,CNNM3,ENST00000305510.4,3 <= TPM < 5
chr2,108449205,+,promoter,108447205,108451205,GCC2,ENST00000309863.11,3 <= TPM < 5
chr2,108719481,+,promoter,108717481,108721481,RANBP2,ENST00000283195.11,3 <= TPM < 5
chr2,113756642,-,promoter,113754642,113758642,SLC35F5,ENST00000245680.7,3 <= TPM < 5
chr2,127535682,+,promoter,127533682,127537682,MYO7B,ENST00000409816.8,3 <= TPM < 5
chr2,148644750,+,promoter,148642750,148646750,EPC2,ENST00000258484.11,3 <= TPM < 5
chr2,162318684,-,promoter,162316684,162320684,IFIH1,ENST00000649979.2,3 <= TPM < 5
chr2,169573865,-,promoter,169571865,169575865,FASTKD1,ENST00000453153.7,3 <= TPM < 5
chr2,171894244,-,promoter,171892244,171896244,SLC25A12,ENST00000422440.7,3 <= TPM < 5
chr2,176269441,+,promoter,176267441,176271441,MTX2,ENST00000249442.11,3 <= TPM < 5
chr2,179264832,-,promoter,179262832,179266832,SESTD1,ENST00000428443.8,3 <= TPM < 5
chr2,181657105,-,promoter,181655105,181659105,CERKL,ENST00000410087.8,3 <= TPM < 5
chr2,182716256,+,promoter,182714256,182718256,DNAJC10,ENST00000264065.12,3 <= TPM < 5
chr2,196799683,-,promoter,196797683,196801683,GTF3C3,ENST00000263956.8,3 <= TPM < 5
chr2,200963660,-,promoter,200961660,200965660,ORC2,ENST00000234296.7,3 <= TPM < 5
chr2,216412483,+,promoter,216410483,216414483,SMARCAL1,ENST00000357276.9,3 <= TPM < 5
chr2,218672085,+,promoter,218670085,218674085,STK36,ENST00000295709.8,3 <= TPM < 5
chr2,231961712,+,promoter,231959712,231963712,DIS3L2,ENST00000325385.12,3 <= TPM < 5
chr2,240557988,-,promoter,240555988,240559988,ANKMY1,ENST00000401804.6,3 <= TPM < 5
chr2,241702038,+,promoter,241700038,241704038,ING5,ENST00000313552.11,3 <= TPM < 5
chr20,2101826,+,promoter,2099826,2103826,STK35,ENST00000381482.8,3 <= TPM < 5
chr20,5750400,+,promoter,5748400,5752400,SHLD1,ENST00000303142.11,3 <= TPM < 5
chr20,5950533,-,promoter,5948533,5952533,TRMT6,ENST00000203001.7,3 <= TPM < 5
chr20,10434222,-,promoter,10432222,10436222,MKKS,ENST00000347364.7,3 <= TPM < 5
chr20,13785027,+,promoter,13783027,13787027,NDUFAF5,ENST00000378106.10,3 <= TPM < 5
chr20,21126081,+,promoter,21124081,21128081,KIZ,ENST00000619189.5,3 <= TPM < 5
chr20,25696853,-,promoter,25694853,25698853,ZNF337,ENST00000252979.6,3 <= TPM < 5
chr20,31952046,-,promoter,31950046,31954046,PDRG1,ENST00000202017.6,3 <= TPM < 5
chr20,38033456,-,promoter,38031456,38035456,TTI1,ENST00000373447.8,3 <= TPM < 5
chr20,38033745,+,promoter,38031745,38035745,RPRD1B,ENST00000373433.9,3 <= TPM < 5
chr20,44582578,+,promoter,44580578,44584578,PKIG,ENST00000372886.6,3 <= TPM < 5
chr20,54208086,+,promoter,54206086,54210086,PFDN4,ENST00000371419.7,3 <= TPM < 5
chr20,59940305,-,promoter,59938305,59942305,PPP1R3D,ENST00000370996.5,3 <= TPM < 5
chr20,62796472,+,promoter,62794472,62798472,MRGBP,ENST00000370487.5,3 <= TPM < 5
chr20,62817049,+,promoter,62815049,62819049,COL9A3,ENST00000649368.1,3 <= TPM < 5
chr20,63653424,-,promoter,63651424,63655424,STMN3,ENST00000370053.3,3 <= TPM < 5
chr21,32771755,-,promoter,32769755,32773755,PAXBP1,ENST00000331923.9,3 <= TPM < 5
chr21,42219139,+,promoter,42217139,42221139,ABCG1,ENST00000398449.8,3 <= TPM < 5
chr21,42974561,+,promoter,42972561,42976561,PKNOX1,ENST00000291547.10,3 <= TPM < 5
chr22,18077989,+,promoter,18075989,18079989,PEX26,ENST00000399744.8,3 <= TPM < 5
chr22,20080240,+,promoter,20078240,20082240,DGCR8,ENST00000351989.8,3 <= TPM < 5
chr22,23839006,-,promoter,23837006,23841006,DERL3,ENST00000318109.12,3 <= TPM < 5
chr22,26483783,-,promoter,26481783,26485783,HPS4,ENST00000398145.7,3 <= TPM < 5
chr22,28742038,+,promoter,28740038,28744038,HSCB,ENST00000216027.8,3 <= TPM < 5
chr22,31750132,-,promoter,31748132,31752132,PRR14L,ENST00000327423.11,3 <= TPM < 5
chr22,31754018,+,promoter,31752018,31756018,DEPDC5,ENST00000651528.2,3 <= TPM < 5
chr22,37844334,-,promoter,37842334,37846334,ANKRD54,ENST00000215941.9,3 <= TPM < 5
chr22,40177924,+,promoter,40175924,40179924,TNRC6B,ENST00000454349.7,3 <= TPM < 5
chr22,41301524,+,promoter,41299524,41303524,ZC3H7B,ENST00000352645.5,3 <= TPM < 5
chr3,15601569,-,promoter,15599569,15603569,HACL1,ENST00000321169.10,3 <= TPM < 5
chr3,18425339,-,promoter,18423339,18427339,SATB1,ENST00000338745.11,3 <= TPM < 5
chr3,38029642,-,promoter,38027642,38031642,PLCD1,ENST00000334661.5,3 <= TPM < 5
chr3,48685915,-,promoter,48683915,48687915,NCKIPSD,ENST00000294129.7,3 <= TPM < 5
chr3,48847874,-,promoter,48845874,48849874,PRKAR2A,ENST00000265563.13,3 <= TPM < 5
chr3,49429324,-,promoter,49427324,49431324,NICN1,ENST00000273598.8,3 <= TPM < 5
chr3,51967454,-,promoter,51965454,51969454,PCBP4,ENST00000461554.6,3 <= TPM < 5
chr3,51975063,+,promoter,51973063,51977063,ABHD14A,ENST00000273596.8,3 <= TPM < 5
chr3,52056571,-,promoter,52054571,52058571,DUSP7,ENST00000495880.2,3 <= TPM < 5
chr3,52316318,+,promoter,52314318,52318318,DNAH1,ENST00000420323.7,3 <= TPM < 5
chr3,52536604,+,promoter,52534604,52538604,SMIM4,ENST00000477703.6,3 <= TPM < 5
chr3,99817861,+,promoter,99815861,99819861,CMSS1,ENST00000421999.8,3 <= TPM < 5
chr3,100401089,-,promoter,100399089,100403089,TOMM70,ENST00000284320.6,3 <= TPM < 5
chr3,111979025,+,promoter,111977025,111981025,ABHD10,ENST00000273359.8,3 <= TPM < 5
chr3,112499472,-,promoter,112497472,112501472,BTLA,ENST00000334529.10,3 <= TPM < 5
chr3,121835208,+,promoter,121833208,121837208,EAF2,ENST00000273668.7,3 <= TPM < 5
chr3,122383231,-,promoter,122381231,122385231,MIX23,ENST00000291458.9,3 <= TPM < 5
chr3,134250859,-,promoter,134248859,134252859,RYK,ENST00000623711.4,3 <= TPM < 5
chr3,136752378,-,promoter,136750378,136754378,STAG1,ENST00000383202.7,3 <= TPM < 5
chr3,141487026,+,promoter,141485026,141489026,RASA2,ENST00000286364.9,3 <= TPM < 5
chr3,149752489,-,promoter,149750489,149754489,COMMD2,ENST00000473414.6,3 <= TPM < 5
chr3,158644526,+,promoter,158642526,158646526,GFM1,ENST00000486715.6,3 <= TPM < 5
chr3,179148356,+,promoter,179146356,179150356,PIK3CA,ENST00000263967.4,3 <= TPM < 5
chr3,183099496,-,promoter,183097496,183101496,MCCC1,ENST00000265594.9,3 <= TPM < 5
chr3,184017884,-,promoter,184015884,184019884,ABCC5,ENST00000334444.11,3 <= TPM < 5
chr3,184337599,+,promoter,184335599,184339599,FAM131A,ENST00000383847.7,3 <= TPM < 5
chr3,196568554,-,promoter,196566554,196570554,WDR53,ENST00000332629.7,3 <= TPM < 5
chr3,197298612,-,promoter,197296612,197300612,DLG1,ENST00000667157.1,3 <= TPM < 5
chr4,1856156,-,promoter,1854156,1858156,LETM1,ENST00000302787.3,3 <= TPM < 5
chr4,4248223,-,promoter,4246223,4250223,TMEM128,ENST00000382753.5,3 <= TPM < 5
chr4,6716173,+,promoter,6714173,6718173,BLOC1S4,ENST00000320776.5,3 <= TPM < 5
chr4,15778327,+,promoter,15776327,15780327,CD38,ENST00000226279.8,3 <= TPM < 5
chr4,41990529,+,promoter,41988529,41992529,SLC30A9,ENST00000264451.12,3 <= TPM < 5
chr4,56977606,-,promoter,56975606,56979606,NOA1,ENST00000264230.5,3 <= TPM < 5
chr4,75990945,-,promoter,75988945,75992945,SDAD1,ENST00000356260.10,3 <= TPM < 5
chr4,76213824,-,promoter,76211824,76215824,SCARB2,ENST00000264896.8,3 <= TPM < 5
chr4,83284798,-,promoter,83282798,83286798,COQ2,ENST00000647002.2,3 <= TPM < 5
chr4,83536107,+,promoter,83534107,83538107,GPAT3,ENST00000264409.5,3 <= TPM < 5
chr4,85475149,+,promoter,85473149,85477149,ARHGAP24,ENST00000395184.6,3 <= TPM < 5
chr4,89057185,-,promoter,89055185,89059185,FAM13A,ENST00000264344.10,3 <= TPM < 5
chr4,98658611,-,promoter,98656611,98660611,TSPAN5,ENST00000305798.8,3 <= TPM < 5
chr4,99946618,-,promoter,99944618,99948618,DNAJB14,ENST00000442697.7,3 <= TPM < 5
chr4,109815761,+,promoter,109813761,109817761,GAR1,ENST00000226796.7,3 <= TPM < 5
chr4,120066848,-,promoter,120064848,120068848,MAD2L1,ENST00000296509.11,3 <= TPM < 5
chr4,151015284,-,promoter,151013284,151017284,LRBA,ENST00000651943.2,3 <= TPM < 5
chr4,152779953,+,promoter,152777953,152781953,ARFIP1,ENST00000353617.7,3 <= TPM < 5
chr4,169757944,-,promoter,169755944,169759944,HPF1,ENST00000393381.3,3 <= TPM < 5
chr4,173168810,+,promoter,173166810,173170810,GALNT7,ENST00000265000.9,3 <= TPM < 5
chr4,183505057,+,promoter,183503057,183507057,ING2,ENST00000302327.4,3 <= TPM < 5
chr4,185425964,-,promoter,185423964,185427964,UFSP2,ENST00000264689.11,3 <= TPM < 5
chr5,6713431,+,promoter,6711431,6715431,TENT4A,ENST00000230859.8,3 <= TPM < 5
chr5,14581791,+,promoter,14579791,14583791,OTULINL,ENST00000274217.4,3 <= TPM < 5
chr5,14664717,+,promoter,14662717,14666717,OTULIN,ENST00000284274.5,3 <= TPM < 5
chr5,34915710,+,promoter,34913710,34917710,BRIX1,ENST00000336767.6,3 <= TPM < 5
chr5,39074399,-,promoter,39072399,39076399,RICTOR,ENST00000357387.8,3 <= TPM < 5
chr5,41870425,-,promoter,41868425,41872425,OXCT1,ENST00000196371.10,3 <= TPM < 5
chr5,54517758,+,promoter,54515758,54519758,SNX18,ENST00000381410.5,3 <= TPM < 5
chr5,55994963,-,promoter,55992963,55996963,IL6ST,ENST00000381298.7,3 <= TPM < 5
chr5,60945204,+,promoter,60943204,60947204,NDUFAF2,ENST00000296597.10,3 <= TPM < 5
chr5,62412762,+,promoter,62410762,62414762,IPO11,ENST00000325324.11,3 <= TPM < 5
chr5,64768929,+,promoter,64766929,64770929,CWC27,ENST00000381070.8,3 <= TPM < 5
chr5,69369817,+,promoter,69367817,69371817,RAD17,ENST00000354868.10,3 <= TPM < 5
chr5,73565639,-,promoter,73563639,73567639,ANKRA2,ENST00000296785.8,3 <= TPM < 5
chr5,74767117,-,promoter,74765117,74769117,GFM2,ENST00000296805.8,3 <= TPM < 5
chr5,80654983,-,promoter,80652983,80656983,DHFR,ENST00000439211.7,3 <= TPM < 5
chr5,87267882,+,promoter,87265882,87269882,RASA1,ENST00000274376.11,3 <= TPM < 5
chr5,100535373,+,promoter,100533373,100537373,FAM174A,ENST00000312637.5,3 <= TPM < 5
chr5,103258762,+,promoter,103256762,103260762,MACIR,ENST00000319933.7,3 <= TPM < 5
chr5,111512535,-,promoter,111510535,111514535,STARD4,ENST00000296632.8,3 <= TPM < 5
chr5,119071086,+,promoter,119069086,119073086,DMXL1,ENST00000539542.6,3 <= TPM < 5
chr5,127517639,+,promoter,127515639,127519639,PRRC1,ENST00000296666.13,3 <= TPM < 5
chr5,138213323,-,promoter,138211323,138215323,CDC23,ENST00000394886.7,3 <= TPM < 5
chr5,154038910,-,promoter,154036910,154040910,FAM114A2,ENST00000351797.9,3 <= TPM < 5
chr5,157180839,+,promoter,157178839,157182839,ITK,ENST00000422843.8,3 <= TPM < 5
chr5,163460102,-,promoter,163458102,163462102,NUDCD2,ENST00000302764.9,3 <= TPM < 5
chr5,173616650,-,promoter,173614650,173618650,BOD1,ENST00000311086.9,3 <= TPM < 5
chr6,4776403,+,promoter,4774403,4778403,CDYL,ENST00000397588.8,3 <= TPM < 5
chr6,20401878,+,promoter,20399878,20403878,E2F3,ENST00000346618.8,3 <= TPM < 5
chr6,24667076,+,promoter,24665076,24669076,ACOT13,ENST00000230048.5,3 <= TPM < 5
chr6,24774936,+,promoter,24772936,24776936,GMNN,ENST00000230056.8,3 <= TPM < 5
chr6,26216688,-,promoter,26214688,26218688,H2BC8,ENST00000541790.4,3 <= TPM < 5
chr6,26216920,+,promoter,26214920,26218920,H2AC8,ENST00000303910.5,3 <= TPM < 5
chr6,27810050,+,promoter,27808050,27812050,H3C10,ENST00000685041.1,3 <= TPM < 5
chr6,30557294,+,promoter,30555294,30559294,PRR3,ENST00000376560.8,3 <= TPM < 5
chr6,33204654,+,promoter,33202654,33206654,HSD17B8,ENST00000374662.4,3 <= TPM < 5
chr6,33391822,+,promoter,33389822,33393822,KIFC1,ENST00000428849.7,3 <= TPM < 5
chr6,34392669,-,promoter,34390669,34394669,NUDT3,ENST00000607016.2,3 <= TPM < 5
chr6,36024641,-,promoter,36022641,36026641,SLC26A8,ENST00000490799.6,3 <= TPM < 5
chr6,36196743,+,promoter,36194743,36198743,BRPF3,ENST00000357641.10,3 <= TPM < 5
chr6,42782051,+,promoter,42780051,42784051,BICRAL,ENST00000314073.10,3 <= TPM < 5
chr6,57090187,+,promoter,57088187,57092187,ZNF451,ENST00000370706.9,3 <= TPM < 5
chr6,73452297,-,promoter,73450297,73454297,CGAS,ENST00000370315.4,3 <= TPM < 5
chr6,87590134,+,promoter,87588134,87592134,ORC3,ENST00000392844.8,3 <= TPM < 5
chr6,109094846,-,promoter,109092846,109096846,SESN1,ENST00000436639.7,3 <= TPM < 5
chr6,110815469,-,promoter,110813469,110817469,CDK19,ENST00000368911.8,3 <= TPM < 5
chr6,111605878,-,promoter,111603878,111607878,TRAF3IP2,ENST00000368761.11,3 <= TPM < 5
chr6,117675468,+,promoter,117673468,117677468,NUS1,ENST00000368494.4,3 <= TPM < 5
chr6,125790959,+,promoter,125788959,125792959,NCOA7,ENST00000392477.7,3 <= TPM < 5
chr6,143843337,+,promoter,143841337,143845337,LTV1,ENST00000367576.6,3 <= TPM < 5
chr6,147204416,+,promoter,147202416,147206416,STXBP5,ENST00000321680.11,3 <= TPM < 5
chr6,149546043,-,promoter,149544043,149548043,PPIL4,ENST00000253329.3,3 <= TPM < 5
chr6,160991768,+,promoter,160989768,160993768,MAP3K4,ENST00000392142.9,3 <= TPM < 5
chr6,166999396,+,promoter,166997396,167001396,CEP43,ENST00000366847.9,3 <= TPM < 5
chr6,170554368,+,promoter,170552368,170556368,TBP,ENST00000392092.7,3 <= TPM < 5
chr7,727281,-,promoter,725281,729281,PRKAR1B,ENST00000537384.6,3 <= TPM < 5
chr7,23105784,+,promoter,23103784,23107784,KLHL7,ENST00000339077.10,3 <= TPM < 5
chr7,33109404,-,promoter,33107404,33111404,RP9,ENST00000297157.8,3 <= TPM < 5
chr7,39623571,+,promoter,39621571,39625571,RALA,ENST00000005257.7,3 <= TPM < 5
chr7,92134477,-,promoter,92132477,92136477,CYP51A1,ENST00000003100.13,3 <= TPM < 5
chr7,92245914,-,promoter,92243914,92247914,KRIT1,ENST00000394505.7,3 <= TPM < 5
chr7,92590390,-,promoter,92588390,92592390,FAM133B,ENST00000445716.6,3 <= TPM < 5
chr7,100015595,+,promoter,100013595,100017595,ZKSCAN1,ENST00000324306.11,3 <= TPM < 5
chr7,100119633,+,promoter,100117633,100121633,CNPY4,ENST00000262932.5,3 <= TPM < 5
chr7,112480990,+,promoter,112478990,112482990,LSMEM1,ENST00000312849.4,3 <= TPM < 5
chr7,124929825,-,promoter,124927825,124931825,POT1,ENST00000357628.8,3 <= TPM < 5
chr7,130668748,-,promoter,130666748,130670748,COPG2,ENST00000425248.5,3 <= TPM < 5
chr7,139777998,-,promoter,139775998,139779998,HIPK2,ENST00000406875.8,3 <= TPM < 5
chr7,140672944,+,promoter,140670944,140674944,ADCK2,ENST00000072869.9,3 <= TPM < 5
chr7,149838374,+,promoter,149836374,149840374,ZNF862,ENST00000223210.5,3 <= TPM < 5
chr7,150450629,+,promoter,150448629,150452629,GIMAP8,ENST00000307271.4,3 <= TPM < 5
chr7,151877115,-,promoter,151875115,151879115,PRKAG2,ENST00000287878.9,3 <= TPM < 5
chr8,6708641,+,promoter,6706641,6710641,AGPAT5,ENST00000285518.11,3 <= TPM < 5
chr8,12755526,-,promoter,12753526,12757526,LONRF1,ENST00000398246.8,3 <= TPM < 5
chr8,25458433,-,promoter,25456433,25460433,KCTD9,ENST00000221200.9,3 <= TPM < 5
chr8,27772640,-,promoter,27770640,27774640,CCDC25,ENST00000356537.9,3 <= TPM < 5
chr8,33513135,-,promoter,33511135,33515135,TTI2,ENST00000431156.7,3 <= TPM < 5
chr8,52714435,-,promoter,52712435,52716435,RB1CC1,ENST00000025008.10,3 <= TPM < 5
chr8,63038806,-,promoter,63036806,63040806,GGH,ENST00000260118.7,3 <= TPM < 5
chr8,71844412,-,promoter,71842412,71846412,MSC,ENST00000325509.5,3 <= TPM < 5
chr8,81686325,-,promoter,81684325,81688325,IMPA1,ENST00000256108.10,3 <= TPM < 5
chr8,86342546,+,promoter,86340546,86344546,WWP1,ENST00000517970.6,3 <= TPM < 5
chr8,106270189,+,promoter,106268189,106272189,OXR1,ENST00000517566.7,3 <= TPM < 5
chr8,109540172,+,promoter,109538172,109542172,EBAG9,ENST00000337573.10,3 <= TPM < 5
chr8,122781654,+,promoter,122779654,122783654,ZHX2,ENST00000314393.6,3 <= TPM < 5
chr8,124728473,-,promoter,124726473,124730473,MTSS1,ENST00000518547.6,3 <= TPM < 5
chr8,124998504,+,promoter,124996504,125000504,SQLE,ENST00000265896.10,3 <= TPM < 5
chr8,144137773,+,promoter,144135773,144139773,HGH1,ENST00000347708.5,3 <= TPM < 5
chr8,145052466,+,promoter,145050466,145054466,C8orf33,ENST00000331434.7,3 <= TPM < 5
chr9,20622499,-,promoter,20620499,20624499,MLLT3,ENST00000380338.9,3 <= TPM < 5
chr9,34048887,-,promoter,34046887,34050887,UBAP2,ENST00000379238.7,3 <= TPM < 5
chr9,35096591,-,promoter,35094591,35098591,PIGO,ENST00000378617.4,3 <= TPM < 5
chr9,37904127,-,promoter,37902127,37906127,SLC25A51,ENST00000242275.7,3 <= TPM < 5
chr9,69760011,-,promoter,69758011,69762011,PTAR1,ENST00000340434.5,3 <= TPM < 5
chr9,71911193,-,promoter,71909193,71913193,ABHD17B,ENST00000333421.7,3 <= TPM < 5
chr9,78236074,+,promoter,78234074,78238074,CEP78,ENST00000643273.2,3 <= TPM < 5
chr9,93576583,+,promoter,93574583,93578583,PHF2,ENST00000359246.9,3 <= TPM < 5
chr9,97501665,+,promoter,97499665,97503665,TMOD1,ENST00000259365.9,3 <= TPM < 5
chr9,114930591,-,promoter,114928591,114932591,TNFSF8,ENST00000223795.3,3 <= TPM < 5
chr9,122264840,-,promoter,122262840,122266840,RBM18,ENST00000417201.4,3 <= TPM < 5
chr9,122905359,-,promoter,122903359,122907359,RC3H2,ENST00000357244.7,3 <= TPM < 5
chr9,123268586,-,promoter,123266586,123270586,STRBP,ENST00000348403.10,3 <= TPM < 5
chr9,128067320,-,promoter,128065320,128069320,NAIF1,ENST00000373078.5,3 <= TPM < 5
chr9,130579576,+,promoter,130577576,130581576,FUBP3,ENST00000319725.10,3 <= TPM < 5
chr9,130835253,+,promoter,130833253,130837253,ABL1,ENST00000318560.6,3 <= TPM < 5
chr9,132944616,-,promoter,132942616,132946616,TSC1,ENST00000298552.9,3 <= TPM < 5
chr9,136363744,-,promoter,136361744,136365744,DNLZ,ENST00000371738.4,3 <= TPM < 5
chr9,137046177,-,promoter,137044177,137048177,NPDC1,ENST00000371601.5,3 <= TPM < 5
chr9,137590512,-,promoter,137588512,137592512,ZMYND19,ENST00000298585.3,3 <= TPM < 5
chrX,1336784,+,promoter,1334784,1338784,IL3RA,ENST00000331035.10,3 <= TPM < 5
chrX,13734620,-,promoter,13732620,13736620,TRAPPC2,ENST00000380579.6,3 <= TPM < 5
chrX,14029892,-,promoter,14027892,14031892,GEMIN8,ENST00000680255.1,3 <= TPM < 5
chrX,15500806,+,promoter,15498806,15502806,BMX,ENST00000348343.11,3 <= TPM < 5
chrX,46837042,+,promoter,46835042,46839042,RP2,ENST00000218340.4,3 <= TPM < 5
chrX,48508991,+,promoter,48506991,48510991,PORCN,ENST00000326194.11,3 <= TPM < 5
chrX,68499050,+,promoter,68497050,68501050,YIPF6,ENST00000462683.6,3 <= TPM < 5
chrX,71366356,+,promoter,71364356,71368356,TAF1,ENST00000423759.6,3 <= TPM < 5
chrX,103215107,+,promoter,103213107,103217107,BEX4,ENST00000372695.6,3 <= TPM < 5
chrX,103607962,+,promoter,103605962,103609962,TCEAL3,ENST00000372627.10,3 <= TPM < 5
chrX,119565409,-,promoter,119563409,119567409,STEEP1,ENST00000644802.2,3 <= TPM < 5
chrX,123860052,+,promoter,123858052,123862052,XIAP,ENST00000371199.8,3 <= TPM < 5
chrX,135520659,+,promoter,135518659,135522659,INTS6L,ENST00000639893.2,3 <= TPM < 5
chrX,151397205,+,promoter,151395205,151399205,VMA21,ENST00000330374.7,3 <= TPM < 5
chrX,152898066,+,promoter,152896066,152900066,ZNF185,ENST00000695776.1,3 <= TPM < 5
chrX,153724855,+,promoter,153722855,153726855,ABCD1,ENST00000218104.6,3 <= TPM < 5
chrX,154458280,+,promoter,154456280,154460280,PLXNA3,ENST00000369682.4,3 <= TPM < 5
chrX,155071136,-,promoter,155069136,155073136,MTCP1,ENST00000369476.8,3 <= TPM < 5
chr1,1512161,+,promoter,1510161,1514161,ATAD3A,ENST00000378756.8,TPM > 5
chr1,6393767,-,promoter,6391767,6395767,ACOT7,ENST00000361521.9,TPM > 5
chr1,6701816,-,promoter,6699816,6703816,DNAJC11,ENST00000377577.10,TPM > 5
chr1,9234773,+,promoter,9232773,9236773,H6PD,ENST00000377403.7,TPM > 5
chr1,9910269,-,promoter,9908269,9912269,CTNNBIP1,ENST00000377263.6,TPM > 5
chr1,9943391,-,promoter,9941391,9945391,LZIC,ENST00000377223.6,TPM > 5
chr1,12063302,+,promoter,12061302,12065302,TNFRSF8,ENST00000263932.7,TPM > 5
chr1,15524215,-,promoter,15522215,15526215,CASP9,ENST00000333868.10,TPM > 5
chr1,23800754,-,promoter,23798754,23802754,GALE,ENST00000617979.5,TPM > 5
chr1,31065717,-,promoter,31063717,31067717,PUM1,ENST00000426105.7,TPM > 5
chr1,32108055,+,promoter,32106055,32110055,KPNA6,ENST00000373625.8,TPM > 5
chr1,36323645,-,promoter,36321645,36325645,EVA1B,ENST00000490466.2,TPM > 5
chr1,38012733,+,promoter,38010733,38014733,UTP11,ENST00000373014.5,TPM > 5
chr1,40979695,+,promoter,40977695,40981695,CTPS1,ENST00000650070.2,TPM > 5
chr1,42335235,-,promoter,42333235,42337235,FOXJ3,ENST00000361346.6,TPM > 5
chr1,43358980,+,promoter,43356980,43360980,CDC20,ENST00000310955.11,TPM > 5
chr1,43389898,+,promoter,43387898,43391898,SZT2,ENST00000634258.3,TPM > 5
chr1,43970009,+,promoter,43968009,43972009,DPH2,ENST00000255108.8,TPM > 5
chr1,47232225,-,promoter,47230225,47234225,TAL1,ENST00000691006.1,TPM > 5
chr1,53945699,-,promoter,53943699,53947699,HSPB11,ENST00000194214.10,TPM > 5
